Smiles,conductivity,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA7,SMR_VSA1,SMR_VSA10,SMR_VSA7,SlogP_VSA2,SlogP_VSA6,TPSA,EState_VSA10,EState_VSA2,EState_VSA3,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,HeavyAtomCount,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,RingCount,MolLogP,MolMR,fr_benzene,conductivity_class
C1=C2C(=CC(=C1N)N)C3=NC4=NC(=NC5=C6C=C(C(=CC6=C(N5)N=C7C8=CC(=C(C=C8C(=N7)N=C2N3)N)N)N)N)C9=CC(=C(C=C94)N)N,0.00273,6.256392387,6.256392387,0.332956007,0.332956007,0.106677355,634.672,608.464,634.2526348,234,0.164332247,-0.397042624,0.397042624,0.164332247,0.291666667,0.5,0.729166667,15.05908933,10.06150949,2.241956139,-2.039286665,2.409342461,-1.955248656,6.09629993,1.189929319,3.736825786,1.519105374,2408.497147,33.17011496,24.92088588,24.92088588,23.01608078,14.6114848,14.6114848,11.7165108,11.7165108,8.644860596,8.644860596,6.108756824,6.108756824,-7.36,1.11601E+11,26.99192499,9.101371528,3.761436116,268.7998221,55.83729686,48.53093655,0,89.63269594,48.53093655,39.87182817,48.53093655,317.08,0,0,135.1841199,2.61110587,57.1861238,1.331824029,13.79534229,48,18,16,4,7,14,10,16,9,3.5268,191.3526,4,Class_1
C1=C2C(=CC(=C1O)O)C3=NC4=NC(=NC5=C6C=C(C(=CC6=C(N5)N=C7C8=CC(=C(C=C8C(=N7)N=C2N3)O)O)O)O)C9=CC(=C(C=C94)O)O,0.0087,10.38750882,10.38750882,0.050224953,-0.440542075,0.101950347,642.544,624.4,642.1247595,234,0.164394956,-0.504243453,0.504243453,0.164394956,0.291666667,0.5,0.729166667,16.31373744,10.07545508,2.252641802,-2.019842346,2.438610419,-1.834029213,6.076050764,0.403967853,3.736825786,1.519105374,2424.497147,33.17011496,23.87979249,23.87979249,23.01608078,14.09093811,14.09093811,11.15569968,11.15569968,8.210989488,8.210989488,5.883353493,5.883353493,-7.36,1.11601E+11,26.99192499,9.101371528,3.761436116,264.4345666,50.8201762,48.53093655,40.85221916,44.13360574,48.53093655,80.72404733,48.53093655,270.76,40.85221916,45.88632688,43.79870282,84.37224962,1.725918403,-3.298974186,10.19149503,48,10,16,4,7,14,10,16,9,4.514,169.3718,4,Class_1
C1=C2C3=CC(=C(C=C3C4=CC(=C(C=C4C2=CC(=C1N)N)N)N)N)N,0.027,6.017343999,6.017343999,0.515706832,0.515706832,0.216027809,318.384,300.24,318.1592946,120,0.055396127,-0.397044198,0.397044198,0.055396127,0.291666667,0.416666667,0.541666667,14.68470146,9.919094053,2.132892952,-2.148824676,2.410685024,-1.987322642,6.278785035,1.698118477,2.530208529,2.397005548,896.141067,17.17084392,12.92820323,12.92820323,11.3630811,7.446152423,7.446152423,6.080127019,6.080127019,4.540063509,4.540063509,3.236538106,3.236538106,-3.54,295528.3562,14.07781604,4.483195416,1.765380917,137.5157409,34.40200486,68.7155477,0,66.44166293,36.39820241,0,36.39820241,156.12,0,0,34.12431765,5.667063492,39.19830499,0,11.13463152,24,12,6,4,4,6,6,6,4,2.6394,105.4344,4,Class_1
C1=C2C3=CC(=C(C=C3C4=CC(=C(C=C4C2=CC(=C1O)O)O)O)O)O,0.027,9.820161775,9.820161775,0.334523075,-0.334523075,0.217758796,324.288,312.192,324.0633881,120,0.157557626,-0.504244761,0.504244761,0.157557626,0.291666667,0.416666667,0.541666667,16.31007882,9.928829396,2.156552948,-2.131227141,2.448460176,-1.849451075,6.263049358,0.403884721,2.530208529,2.397005548,896.141067,17.17084392,12.14738319,12.14738319,11.3630811,7.055742402,7.055742402,5.659518678,5.659518678,4.214660179,4.214660179,3.067485608,3.067485608,-3.54,295528.3562,14.07781604,4.483195416,1.765380917,134.2417992,30.63916437,68.7155477,30.63916437,32.31734529,36.39820241,30.63916437,36.39820241,121.38,30.63916437,34.497071,32.31734529,61.96646951,0,-2.007138448,8.040668934,24,6,6,4,4,6,6,6,4,3.3798,88.9488,4,Class_1
C1=C2C3=CC(=C(C=C3C4=CC(=C(C=C4C2=CC(=C1S)S)S)S)S)S,2.40E-08,4.53847042,4.53847042,0.846351796,0.846351796,0.129645206,420.696,408.6,419.9263264,120,0.018038271,-0.142268481,0.142268481,0.018038271,0.291666667,0.416666667,0.541666667,32.1244743,9.941067989,2.131897272,-2.144600818,2.41391844,-1.871185293,7.838505458,1.282962627,2.530208529,2.397005548,896.141067,17.17084392,12.14738319,17.51394633,11.3630811,7.055742402,9.739023975,5.659518678,8.550352803,4.214660179,6.963853517,3.067485608,4.229380611,-0.24,295528.3562,17.18773834,6.179723727,2.625986032,172.4067967,0,68.7155477,0,108.0900802,36.39820241,0,65.77110326,0,0,0,0,6.686560847,0,0,12.33783919,24,0,0,4,4,6,6,6,4,6.8784,122.472,4,Class_0
C1=C2C3=CC(=N)C(=N)C=C3C4=CC(=N)C(=N)C=C4C2=CC(=N)C1=N,0.2,7.918752887,7.918752887,0.090591879,0.090591879,0.248905857,312.336,300.24,312.1123444,114,0.079537363,-0.29863783,0.29863783,0.079537363,0.291666667,0.416666667,0.541666667,14.44773434,9.933427594,2.103857742,-2.096674134,2.305987432,-2.246630519,6.245321485,1.13877744,2.530208529,2.555076475,1179.202406,17.17084392,12.46410162,12.46410162,11.3630811,7.214101615,7.214101615,5.830127019,5.830127019,4.343588913,4.343588913,3.136057159,3.136057159,-3.54,295528.3562,14.07781604,4.483195416,1.765380917,133.5885027,0,68.7155477,0,32.31734529,68.5415851,0,36.39820241,143.1,0,32.14338269,0,52.41234977,0,0,9.587650227,24,6,6,4,4,6,6,6,4,0.33642,87.6462,4,Class_2
C1=CC(=C(C#N)C#N)C=CC1=C(C#N)C#N,1.00E-05,8.630850498,8.630850498,0.001866024,0.001866024,0.597500534,204.192,200.16,204.0435961,72,0.136378028,-0.191620827,0.191620827,0.136378028,0.625,0.875,1.0625,14.2901411,10.12461499,1.954297041,-1.875777962,1.878309638,-2.107448234,5.736887689,1.459335517,2.339134755,3.580921953,581.34171,11.96625533,8.098255459,8.098255459,7.761080115,4.215794396,4.215794396,2.774563865,2.774563865,1.909464044,1.909464044,1.111760091,1.111760091,-3.08,4341.434105,10.99739938,4.965017856,2.045581353,91.81216847,0,0,0,11.14620906,34.70276823,0,24.26546827,95.16,0,11.14620906,10.43729995,35.47521605,0.003732048,0,13.18771857,16,0,4,1,1,4,0,4,1,0.08232,54.96,1,Class_0
C1=CC(=C(C=C1C2=CC(=C(C=C2C3=CC(=C(C=C3)O)O)C4=CC(=C(C=C4)O)O)C5=CC(=C(C=C5)O)O)O)O,0.000448,10.21041396,10.21041396,0.307919591,-0.348736445,0.136561392,510.498,488.322,510.1314677,190,0.157511762,-0.504259628,0.504259628,0.157511762,0.236842105,0.447368421,0.631578947,16.31344797,9.85063214,2.19005287,-2.190124261,2.460368314,-1.92744916,5.958157447,0.403649374,2.896838251,1.887534574,1459.746493,27.13709924,19.66061253,19.66061253,18.1171013,11.39569041,11.39569041,8.757349769,8.757349769,6.303365188,6.303365188,4.318909149,4.318909149,-5.5,311012216.7,24.20576093,9.179379748,4.307294414,216.01365,40.85221916,105.1712826,40.85221916,0,84.92913896,40.85221916,84.92913896,161.84,40.85221916,45.99609467,44.50761193,80.31276996,4.247864072,-2.626624144,20.73265678,38,8,8,5,5,8,8,8,5,5.9994,141.5044,5,Class_1
C1=CC(=CC=C1C(=O)O)C(=O)O,6.00E-08,10.33465372,10.33465372,0.083333333,-1.063019652,0.688908808,166.132,160.084,166.0266087,62,0.335179028,-0.477639246,0.477639246,0.335179028,0.833333333,1.083333333,1.25,16.36879467,10.13634719,2.042724159,-1.942097043,2.032250721,-1.989955982,5.910581912,0.068094337,2.042910953,3.006149834,279.3346747,9.137828202,6.020324849,6.020324849,5.609060905,3.176829091,3.176829091,2.187655398,2.187655398,1.37880133,1.37880133,0.755381829,0.755381829,-1.84,473.9553411,8.258425197,3.04193048,1.601892952,68.07279905,10.21305479,24.26546827,19.80212916,11.93861058,35.39237126,22.15166537,24.26546827,74.6,9.589074368,11.12690298,0,16.9337689,0.166666667,-2.126039305,5.022962963,12,2,4,1,1,2,2,4,1,1.083,40.3606,1,Class_0
C1=CC(=CC=C1C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=CC=C(C=C7)C(=O)O)C8=CC=C(C=C8)C(=O)O)C=C4)C9=CC=C(C=C9)C(=O)O)N3)C(=O)O,0.007,11.82872566,11.82872566,0.11701738,-1.063610003,0.085838786,790.788,760.548,790.2063639,290,0.335178964,-0.477639247,0.477639247,0.335178964,0.316666667,0.516666667,0.7,16.37471017,10.01668428,2.199765519,-2.075795357,2.384347137,-1.959679426,6.00979841,0.068580789,4.096788738,1.431349878,2754.745817,41.65539633,31.1726812,31.1726812,29.01608078,18.53355419,18.53355419,14.03261365,14.03261365,10.43597424,10.43597424,7.538124002,7.538124002,-8.64,5.06153E+13,36.96652894,14.70022025,6.689928187,339.3163182,30.39406662,119.3542912,39.60425832,70.24810445,166.3568593,64.23924481,121.3273414,206.56,39.60425832,22.25380597,89.35012678,38.70928786,10.71909409,-4.254440013,33.56710678,60,6,12,4,7,6,6,12,9,10.1164,228.4386,4,Class_1
C1=CC(=CC=C1O)S,0.0043,8.722716049,8.722716049,0.28037037,0.28037037,0.506639715,126.18,120.132,126.0139358,42,0.115154489,-0.507965611,0.507965611,0.115154489,1.125,1.625,2,32.11691033,10.33934831,1.823249742,-1.881023987,2.107624355,-1.617709281,7.79890533,0.474639384,1.769973094,3.032455532,147.3883389,5.983127663,4.203828268,5.098255459,3.7876937,2.268580801,2.715794396,1.516397779,2.032795559,0.849709243,1.14785164,0.452632399,0.601703598,-0.63,70.79892376,5.50568521,2.092227095,1.168040705,53.38070354,5.106527395,24.26546827,5.106527395,12.62878915,24.26546827,5.106527395,29.16095175,20.23,0,5.749511833,0,8.722716049,0,0.28037037,6.668209877,8,1,1,1,1,2,2,2,1,1.6809,35.3588,1,Class_1
C1=CC(=CN=C1)C=O,1.83E-08,9.966481481,9.966481481,0.618055556,0.618055556,0.498749165,107.112,102.072,107.0371138,40,0.151098853,-0.297835161,0.297835161,0.151098853,1.625,2.5,2.875,16.12894754,10.3169706,1.807224274,-1.809603546,1.869957174,-1.76758366,5.731491307,0.111805327,1.903491193,2.991046915,171.1432264,5.819990956,4.242213232,4.242213232,3.931851653,2.28479211,2.28479211,1.404209728,1.404209728,0.820497289,0.820497289,0.445679993,0.445679993,-1.18,91.36757728,4.966627566,2.211075412,0.904141896,47.17751531,0,12.13273414,4.794537184,6.286160523,30.08987277,11.27013904,24.52642128,29.96,4.794537184,0,5.563451492,0,0.618055556,0,3.434259259,8,0,2,0,1,2,0,2,1,0.8941,29.6245,0,Class_0
C1=CC(=NC=C1C(=O)O)SSC2=NC=C(C=C2)C(=O)O,11,10.66854204,10.66854204,0.128042695,-1.02071374,0.813057017,308.34,300.276,307.9925487,102,0.336760062,-0.477598624,0.477598624,0.336760062,0.8,1.2,1.45,33.11465102,10.28720755,2.059709826,-2.006801164,2.344036401,-1.964356982,8.762305159,0.068514876,2.456450995,1.973886716,571.4105114,14.53516943,9.885949159,11.51894232,9.558550648,5.292705692,7.442535607,3.54719518,5.717081406,2.179016388,4.361418912,1.197579162,2.910823389,-2.06,33997.28177,14.35123584,6.396613298,3.716626279,121.2153714,10.21305479,45.85326423,19.80212916,33.52640653,47.7860584,32.11962241,46.71107537,100.38,9.589074368,11.12690298,10.05191996,18.7743059,0.256085391,-2.041427481,6.150634248,20,2,6,0,2,6,2,8,2,2.6724,74.1066,0,Class_2
C1=CC(N)=C2C(=O)C3C(O)=CC=C(N)C=3C(=O)C2=C1O,0.094,12.44074074,12.44074074,0.058911565,-0.631666667,0.356819724,270.244,260.164,270.0640568,100,0.20003784,-0.507156309,0.507156309,0.20003784,0.65,1,1.35,16.25951056,9.812684318,2.364311366,-2.211316687,2.40179316,-2.235309144,6.327656113,0.097524667,2.40726431,2.461802657,666.7462923,14.60192982,10.17502539,10.17502539,9.43042811,5.75417936,5.75417936,4.506079382,4.506079382,3.33940178,3.33940178,2.414529182,2.414529182,-3.02,34279.44377,12.03646119,3.736264168,1.326478244,112.8038435,21.68038974,24.26546827,19.80212916,22.94126244,46.51927424,21.77954468,24.26546827,126.64,19.80212916,45.12760218,0,19.6456576,10.96259826,-1.956031746,5.132961073,20,6,6,2,2,6,4,6,3,1.0376,71.9034,2,Class_2
C1=CC(N)=[N]C=C1[N](=O)=O,1.10E-08,10.03696523,10.03696523,0.047037037,-0.521388889,0.455124305,139.114,134.074,139.0381764,52,0.287223876,-0.383695126,0.383695126,0.287223876,1.6,2.3,2.7,16.62827292,10.40709851,2.017794397,-1.890604006,2.08087674,-1.915984567,5.352002454,-0.38470167,1.884505361,3.003400685,243.5749054,7.560477932,5.020324849,5.020324849,4.698377303,2.558594729,2.558594729,1.698373121,1.698373121,0.981564679,0.981564679,0.505496367,0.505496367,-1.65,180.9125147,6.469760479,2.300610336,1.191646314,56.64391752,5.733667477,6.066367068,4.923311049,11.50524905,28.44389598,9.90728957,18.32957771,82.05,10.11431827,11.50524905,0,10.03696523,5.146069539,0.282962963,2.694907407,10,2,5,0,1,4,1,5,1,0.572,35.3038,0,Class_0
C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=CC(=CC(=C5)C(=O)O)C(=O)O)C(=O)N(C2=O)C6=CC(=CC(=C6)C(=O)O)C(=O)O,4,13.67558892,13.67558892,0.050038055,-1.503583133,0.236149628,594.444,580.332,594.0546739,216,0.335283665,-0.477638042,0.477638042,0.335283665,0.409090909,0.636363636,0.840909091,16.37599689,9.851909431,2.409657957,-2.318139362,2.402497488,-2.433094421,6.419464689,0.067598678,2.980318311,1.521851652,1845.12259,31.77277373,21.72277059,21.72277059,20.79350921,12.40452996,12.40452996,9.720531835,9.720531835,7.234426902,7.234426902,5.318125222,5.318125222,-6.7,4978119853,27.46890498,9.41866969,3.891905642,243.1239098,20.42610958,60.66367068,58.78240705,69.65316105,105.1712826,67.93204965,60.66367068,223.96,58.78240705,44.40102695,9.799819462,37.70795907,-3.222764473,-9.93039003,10.3678313,44,4,14,4,4,8,4,14,6,3.2338,146.9492,4,Class_2
C1=CC2=C3C(=CC=C4C3=C1C(=O)N(C4=O)C5=CC=NC=C5)C(=O)N(C2=O)C6=CC=NC=C6,1.20E-05,13.28936268,13.28936268,0.259234589,-0.519572866,0.461733027,420.384,408.288,420.0858549,152,0.265487758,-0.268169804,0.268169804,0.265487758,0.4375,0.71875,1,16.18238068,9.854159353,2.400655043,-2.313715059,2.392922496,-2.43086981,6.416827636,0.087269314,2.825124537,1.594046075,1314.480615,21.98239871,16.35005077,16.35005077,15.5753874,9.750334003,9.750334003,7.373622826,7.373622826,5.736525602,5.736525602,4.329910114,4.329910114,-4.72,35563119.69,18.08123271,6.386802213,2.255833514,180.2804139,0,48.53093655,19.17814874,45.7759399,95.5721168,33.59667596,73.31831083,100.54,19.17814874,22.25380597,22.14722098,0.659971235,1.824090596,-2.078291463,12.42792006,32,0,8,2,4,6,0,8,6,3.231,114.702,2,Class_0
C1=CC2=C3C=CC=C4C3=C5C6=C2C(=C1)C7=C8C6=C9C1=C(C8=CC=C7)C=CC=C1C1=CC=CC2=C1C9=C5C1=C4C=CC=C21,0.0331,2.366552448,2.366552448,1.377497953,1.377497953,0.137212754,522.606,504.462,522.1408506,186,-4.76E-05,-0.060988711,0.060988711,4.76E-05,0.142857143,0.261904762,0.380952381,14.32019924,9.733714304,2.301311341,-2.285102341,2.593280752,-1.994696136,6.605415881,1.808684914,3.055287007,1.644980756,2515.024262,26.58432852,22.39230485,22.39230485,20.89897949,14.96410162,14.96410162,12.61880215,12.61880215,11.12777675,11.12777675,9.873289452,9.873289452,-5.46,35817374009,19.5886202,5.932498034,1.714528175,237.4855268,0,129.2693811,0,129.2693811,109.1946072,0,109.1946072,0,0,0,0,33.94861458,0,0,42.05138542,42,0,0,13,13,0,0,0,13,12.1518,183.63,13,Class_1
C1=CC=C(C=C1)C(=O)S,1.30E-06,10.5095679,10.5095679,0.18462963,-0.18462963,0.584979992,138.191,132.143,138.0139358,46,0.215825668,-0.28185341,0.28185341,0.215825668,1.222222222,1.777777778,2.111111111,32.11694775,10.2311149,1.935986426,-1.880981889,2.00259495,-1.844977293,7.967887276,0.108656831,1.900372628,2.981454614,205.4159526,6.690234444,4.742213232,5.636640423,4.304530453,2.588414546,3.035628141,1.671177968,2.077358952,1.020739643,1.278938533,0.580729834,0.729801032,-0.76,129.2253387,6.361359223,2.688486328,1.573506415,59.112934,0,0,4.794537184,17.74406608,35.89528683,5.11527693,30.33183534,17.07,4.794537184,5.11527693,5.563451492,-0.18462963,0.639660494,0,8.942253086,9,0,1,1,1,1,1,2,1,1.7566,39.7585,1,Class_0
C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=C(C(=C(C=C3)C(=O)O)C(=O)O)C(=O)O,2,12.0060097,12.0060097,0.048425926,-1.627108004,0.587979094,377.352,362.232,377.0899372,140,0.338252244,-0.477620032,0.477620032,0.338252244,0.571428571,1.035714286,1.428571429,16.37759558,9.971526012,2.296500953,-2.272170687,2.380346589,-2.201790804,6.124873626,0.063340834,2.686179026,2.38175154,1007.750778,20.25878407,14.44180248,14.44180248,13.41359136,8.18606403,8.18606403,5.804215087,5.804215087,4.111174256,4.111174256,2.976235305,2.976235305,-4.13,1916212.67,18.65485556,7.627340251,3.407807547,159.2675191,20.21949192,36.39820241,29.70319374,34.97007469,89.4867593,33.22749805,72.79640482,115.14,29.70319374,5.687386275,11.37477255,28.6222624,-0.719704376,-4.678233497,19.99228695,28,3,7,3,3,4,3,7,3,4.251,102.0029,3,Class_2
C1=CC=C2C(=C1)C3=C4C5=CC=CC=C5C(=C(C4=C(C(=C3C6=C2C(=C(C(=C6O)O)O)O)O)O)O)O,0.07,11.09707735,11.09707735,0.058096445,-1.000945137,0.08895038,456.406,440.278,456.0845175,168,0.20447777,-0.50381398,0.50381398,0.20447777,0.264705882,0.588235294,1.176470588,16.34519354,9.864489754,2.287842252,-2.196219126,2.590087249,-1.907840423,6.397607302,0.350732799,2.853003236,2.15175236,1889.291967,24.04915909,17.19651092,17.19651092,16.25179532,10.19355492,10.19355492,8.130021946,8.130021946,6.472797766,6.472797766,5.012479693,5.012479693,-4.98,64433623.06,19.68634317,6.291937419,2.114205795,189.1935958,40.85221916,16.15867264,40.85221916,53.86224214,48.53093655,40.85221916,48.53093655,161.84,40.85221916,37.7035695,16.15867264,86.88548746,0,-6.139052522,13.25356506,34,8,8,6,6,8,8,8,6,5.0974,127.2904,6,Class_2
C1=CC=C2C(=C1)C3=CC=CC=C3C4=CC5=C(C=C24)C6=C(C7=C5C(=C(C(=C7O)O)O)O)C(=C(C(=C6O)O)O)O,0.00165,10.98508896,10.98508896,0.139602282,-1.056168899,0.051791783,506.466,488.322,506.1001675,186,0.204477788,-0.503714112,0.503714112,0.204477788,0.263157895,0.526315789,0.842105263,16.35086534,9.868433701,2.289239576,-2.189449803,2.592718055,-1.903331624,6.362655251,0.348997484,2.944543138,1.920952959,2059.129326,26.6180732,19.35121146,19.35121146,18.21812181,11.59825546,11.59825546,9.323397619,9.323397619,7.464044765,7.464044765,5.771806801,5.771806801,-5.5,576876576.5,21.75619835,7.043537047,2.43058767,211.8752603,40.85221916,55.22252785,40.85221916,64.63469057,60.66367068,40.85221916,60.66367068,161.84,40.85221916,32.31734529,0,89.86426118,0,-7.428293254,18.8973654,38,8,8,7,7,8,8,8,7,6.2506,144.7964,7,Class_1
C1=CC=C2C(=C1)C3=NC4=C5C(=C(N4)N=C6C7=C(C(=C(C=C7C(=N6)N=C8C9=CC=CC=C9C(=NC2=N3)N8N)N)N)N)C(=C(C(=C5N)N)N)N,0.00013,6.760676337,6.760676337,0.101444924,0.101444924,0.08546772,634.672,608.464,634.2526348,234,0.16641421,-0.396978274,0.396978274,0.16641421,0.479166667,0.958333333,1.541666667,15.33257626,10.03248984,2.272270924,-2.099705885,2.456922896,-2.087228688,6.222975268,1.046681889,3.793823326,1.568567214,2777.497147,33.17011496,24.94544974,24.94544974,23.1171013,14.64147081,14.64147081,11.51624994,11.51624994,8.830536562,8.830536562,6.403989858,6.403989858,-7.36,1.36367E+11,26.99192499,9.101371528,3.413457843,268.9799296,50.96232113,6.066367068,0,83.94530966,54.59730362,39.56395209,54.59730362,306.22,0,62.75486736,44.84251485,2.251331609,49.76354374,7.926643371,16.82382681,48,17,16,4,7,15,9,16,9,3.1318,190.7299,4,Class_1
C1=CC=C2C(=C1)C3=NC4=NC(=NC5=C6C=CC=CC6=C(N5)N=C7C8=CC=CC=C8C(=N7)N=C2N3)C9=CC=CC=C94,0.0143,5.015073381,5.015073381,0.597168543,0.597168543,0.228577422,514.552,496.408,514.1654426,186,0.16425239,-0.32375773,0.32375773,0.16425239,0.3,0.55,0.825,15.05458987,10.09706617,2.211523774,-1.959806073,2.36092772,-1.824807418,6.058354612,1.189967501,3.728016802,1.514220409,2027.108589,26.20816706,20.92088588,20.92088588,19.79795897,12.99268265,12.99268265,9.792009903,9.792009903,7.460387925,7.460387925,5.59078743,5.59078743,-5.76,6223817164,21.20352014,7.874272387,3.010061728,226.0806966,9.967957042,0,0,44.13360574,97.0618731,39.87182817,97.0618731,108.92,0,0,45.88632688,3.820335036,6.44834563,2.388674174,32.24029845,40,2,8,4,7,6,2,8,9,6.8692,156.0534,4,Class_1
C1=CC=C2C(=C1)N=C3C(=N2)N=C4C=CC=CC4=N3,5,4.49170446,4.49170446,0.590185185,0.590185185,0.437298327,232.246,224.182,232.0748963,84,0.198536233,-0.223554902,0.223554902,0.198536233,0.444444444,0.722222222,1,14.98565519,10.26320565,2.048186308,-2.008564326,2.158951696,-1.935692775,5.869781569,1.256394327,2.424428959,2.197069577,742.0083033,11.94938299,9.407656536,9.407656536,8.898979486,5.69355492,5.69355492,4.071855861,4.071855861,2.868876174,2.868876174,2.012869734,2.012869734,-2.62,29621.67302,9.414192912,3.43403111,1.322348659,102.3549886,0,24.26546827,0,33.36115731,48.53093655,19.93591408,48.53093655,51.56,0,0,11.29435444,0,4.549189342,0,15.48399282,18,0,4,2,4,4,0,4,4,2.7262,70.14,2,Class_2
C1=CC=C2C=C3C(=CC2=C1)C4=CC5=CC=CC=C5C(=C4C6=C(C7=C(C=C36)C(=C(C(=C7O)O)O)O)O)O,9.55E-10,11.52312217,11.52312217,0.037480894,-0.94406436,0.061944282,474.468,456.324,474.1103383,174,0.204599743,-0.506628539,0.506628539,0.204599743,0.305555556,0.805555556,1.472222222,16.34449328,9.875922082,2.25246786,-2.17886093,2.554785823,-1.893447346,6.343113581,0.349762262,2.894940706,1.883474502,2110.589281,24.87758622,18.6114848,18.6114848,17.3630811,11.3057424,11.3057424,9.078534293,9.078534293,7.203885565,7.203885565,5.510907192,5.510907192,-5.1,247472770.1,20.28841518,6.733367037,2.395844875,202.2867928,30.63916437,61.96903778,30.63916437,64.63469057,72.79640482,30.63916437,72.79640482,121.38,30.63916437,21.90818448,21.54489686,71.04297308,0,-3.745080056,22.70210697,36,6,6,7,7,6,6,6,7,6.8394,141.4668,7,Class_0
C1=CC=C2C=C3C(=CC2=C1)C4=CC5=CC=CC=C5N=C4C6=NC7=C(C=C36)N=NN=N7,2.15E-08,4.996122134,4.996122134,0.466572027,0.466572027,0.271174438,384.402,372.306,384.1123444,138,0.204389901,-0.245465551,0.245465551,0.204389901,0.466666667,1.066666667,1.866666667,15.42642226,9.953241083,2.148761557,-2.117286909,2.371788709,-1.967931606,6.268724476,0.791743146,2.809457565,1.824218758,1435.635235,19.65612529,15.6114848,15.6114848,14.84846923,9.655742402,9.655742402,7.428336688,7.428336688,5.729356021,5.729356021,4.344301714,4.344301714,-4.32,23046767.05,15.58529346,5.607191352,2.07158897,168.7446389,0,62.30350239,0,65.41754959,72.79640482,30.59209085,72.79640482,77.34,0,0,11.16387794,23.32720571,3.674626638,0,25.19781539,30,0,6,4,7,6,0,6,7,4.9758,118.248,4,Class_0
C1=CN=CC=C1C2=NC(=NC(=N2)C3=CC=NC=C3)C4=CC=NC=C4,1.70E-10,4.606001512,4.606001512,0.602800454,0.602800454,0.578383,312.336,300.24,312.1123444,114,0.163706346,-0.264687993,0.264687993,0.163706346,0.375,0.625,0.875,15.0329935,10.17566414,2.111914861,-2.072398886,2.229160962,-1.99816059,5.650146454,1.067897936,2.695747373,1.915820969,803.1744753,16.19202368,12.6114848,12.6114848,11.89897949,7.372884933,7.372884933,5.01389678,5.01389678,3.45096851,3.45096851,2.266188961,2.266188961,-3.54,670788.2104,14.07781604,6.293745804,2.846959301,137.9205736,0,36.39820241,0,0,73.57926384,29.90387113,73.57926384,77.34,0,0,17.47321349,0,2.661145125,1.808401361,11.26185185,24,0,6,0,4,6,0,6,4,3.0576,89.52,0,Class_0
C1=CN=CC=C1C2=NN=C(N=N2)C3=CC=NC=C3,1.55E-09,4.053518519,4.053518519,0.481672336,0.481672336,0.668723856,236.238,228.174,236.0810443,86,0.203262434,-0.264687958,0.264687958,0.203262434,0.5,0.833333333,1.166666667,15.28530619,10.2366384,2.049376507,-1.990375631,2.136551198,-1.987448049,5.549419654,0.875239161,2.492697633,1.951466169,565.2453906,12.20889601,9.302083727,9.302083727,8.93265299,5.315256622,5.315256622,3.518991056,3.518991056,2.355924314,2.355924314,1.462353519,1.462353519,-2.76,26961.0176,10.39753576,4.621827285,2.032491651,102.8003866,0,24.26546827,0,0,49.05284256,30.36268428,49.05284256,77.34,0,0,11.648809,16.21407407,1.678293231,0.963344671,7.241284958,18,0,6,0,3,6,0,6,3,1.3906,64.084,0,Class_0
C1=CN=CC=N1,8.30E-16,3.722222222,3.722222222,1.638888889,1.638888889,0.452557143,80.09,76.058,80.03744813,30,0.045107531,-0.261519559,0.261519559,0.045107531,0.666666667,1,1.166666667,14.71636877,10.78195646,1.587044057,-1.69797352,1.653036121,-1.656926944,4.703112954,1.202044012,1.719973094,3,77.47078006,4.242640687,3.203828268,3.203828268,3,1.699462226,1.699462226,0.894427191,0.894427191,0.47759852,0.47759852,0.253340871,0.253340871,-0.92,34.39946188,3.276850394,1.49980284,0.516356873,35.87069908,0,0,0,0,24.78737429,9.967957042,24.78737429,25.78,0,0,0,0,0,0,0,6,0,2,0,1,2,0,2,1,0.4766,22.032,0,Class_0
